chunk_id,document,page_number,text,processed_text
pg_p52_98,pg,52,"scholarship opportunities after admission in NUST e.g., PEEF, BEEF, SEEF, etc. Main Office will inform all institutions as and when such scholarships are available, and students will be required to submit requisite forms in their institutions to be considered for the scholarship; (4) financially under-privileged students, who are unable to pay their fee may be allowed deferred payment of tuition fee on a case-to-case basis; (5) students facing sudden/ unprecedented changes in financial profile after admission in exceptional cases may apply for a need-based scholarship through their respective institutions. f. Engagement of Ph.D. Students on Temporary Academic and Administrative Positions in NUST. Full-time Ph.D. students are eligible for temporary engagement as Temporary Visiting Faculty, Lab Engineer, Tutor, Teaching Assistant and Administrative Assistant. Engagement will be on semester NUST Postgraduate Student Handbook 49",scholarship opportunity admission nust eg peef beef seef etc main office inform institution scholarship available student required submit requisite form institution considered scholarship financially underprivileged student unable pay fee may allowed deferred payment tuition fee casetocase basis student facing sudden unprecedented change financial profile admission exceptional case may apply needbased scholarship respective institution f engagement phd student temporary academic administrative position nust fulltime phd student eligible temporary engagement temporary visiting faculty lab engineer tutor teaching assistant administrative assistant engagement semester nust postgraduate student handbook
pg_p53_99,pg,53,"basis, with adequate remuneration against each appointment to be paid on monthly basis (applicable to Ph.D. intake for Fall 2022 entry and onwards). g. Other Opportunities. Following financial assistance opportunities are also available: (1) Punjab Educational Endowment Fund (PEEF) scholarship (2) Tuition Fee Reimbursement Scheme for Ph.D. Students of developing areas of Pakistan, AJK, and Gilgit Baltistan under “Prime Minister’s Fee Reimbursement Scheme” (3) Students may also apply on their own for any other scholarship, such as those offered by: (a) Higher Education Commission (HEC) (b) Lady Viqar-un-Nisa and Feroz Khan Noon Trust for Education (c) Pakistan Scottish Scholarship Scheme (PS3) through British Council (d) Provincial Government Endowment Fund Schemes, etc. (4) Scholarship provisions for postgraduate studies for candidates from FATA and Balochistan are also available through HEC for which they may apply directly to HEC. (5) Further details are also available with Scholarship Section, Postgraduate Programmes Directorate, and on URL: www.nust.edu.pk. Note: The award of scholarship is subject to availability of funds, satisfactory performance, and good conduct of the student. h. Fee/Charges (1) Students shall pay fees/charges as per laid down rates/policy. The fee structures of Engineering/IT/Natural Sciences (Maths), Biosciences, Business Studies & Economics are given at Annex C.",basis adequate remuneration appointment paid monthly basis applicable phd intake fall entry onwards g opportunity following financial assistance opportunity also available punjab educational endowment fund peef scholarship tuition fee reimbursement scheme phd student developing area pakistan ajk gilgit baltistan prime minister fee reimbursement scheme student may also apply scholarship offered higher education commission hec b lady viqarunnisa feroz khan noon trust education c pakistan scottish scholarship scheme british council provincial government endowment fund scheme etc scholarship provision postgraduate study candidate fata balochistan also available hec may apply directly hec detail also available scholarship section postgraduate programme directorate url wwwnustedupk note award scholarship subject availability fund satisfactory performance good conduct student h feecharges student shall pay feescharges per laid ratespolicy fee structure engineeringitnatural science math bioscience business study economics given annex c
pg_p53_100,pg,53,(2) University Refund Policy. The policy regarding refund of tuition fees is given below: (a) Admission Processing Fee is not refundable under any circumstances. (b) University will not accept any claim of refund after 3 years of the completion of degree/withdrawal from the university and NUST Postgraduate Student Handbook 50,university refund policy policy regarding refund tuition fee given admission processing fee refundable circumstance b university accept claim refund year completion degreewithdrawal university nust postgraduate student handbook
pg_p54_101,pg,54,"the amount of security will be transferred to the NUST Endowment Fund. Timeline for Semester % age of Tuition Fee System Full (100%) of Tuition Fee Apply upto the 7th day of Refund convening of classes Half (50%) of Tuition Fee From 8th - 15th day of Refund convening of classes No Fee (0%) Refund From the 16th day of classes (3) Tuition Fee Payment (a) The fee must be paid in full including any outstanding dues, on receipt of fee invoice on Qalam, and informed through email/SMS message. (b) International students are charged in advance on an annual basis. (c) The invoices shall be issued 15 days before the closure of the running semester (running semester is Summer semester for Fall semester and Fall semester for Spring semester). (d) For the summer semester, a fee bill will be issued in the third week of the semester. (e) The total time available is 15 days plus semester break and the first two weeks of the start of the semester from the date of issue. (f) All students must pay their fees/dues by the due date. (g) If any student is unable to pay the fee/dues by the due date due",amount security transferred nust endowment fund timeline semester age tuition fee system full tuition fee apply upto day refund convening class half tuition fee day refund convening class fee refund day class tuition fee payment fee must paid full including outstanding due receipt fee invoice qalam informed emailsms message b international student charged advance annual basis c invoice shall issued day closure running semester running semester summer semester fall semester fall semester spring semester summer semester fee bill issued third week semester e total time available day plus semester break first two week start semester date issue f student must pay feesdues due date g student unable pay feedues due date due
pg_p54_102,pg,54,"to financial challenges, he/she must seek other options of paying in instalments/fee deferment up to 50%,etc, through the institute (h) Students will only be allowed to register for the semester after the deposit of university dues. (4) Rectification of Anomalies. Students’ issues, if any, will be reported to the account officer for rectification/removal of errors from Fin Dte. After correction revised fee invoice will be issued by Fin Dte on Qalam. (5) Payment in Instalments. In case of any financial difficulties, students can approach the school/college accounts branch for submitting the NUST Postgraduate Student Handbook 51",financial challenge heshe must seek option paying instalmentsfee deferment institute h student allowed register semester deposit university due rectification anomaly student issue reported account officer rectificationremoval error fin dte correction revised fee invoice issued fin dte qalam payment instalment case financial difficulty student approach schoolcollege account branch submitting nust postgraduate student handbook
pg_p55_103,pg,55,"application to Fin Dte/fee section Main Office for paying the fee in instalments. A payment schedule that is satisfactory to the University, when agreed, shall be honoured by the student. (6) Failure to Pay by the due date (a) 2% on the total payable amount will be imposed if dues are deposited after 15 days of issuance of fee invoices till extended time expires by the end of 2nd week of the semester including semester break. (b) A sanction will be placed on students who fail to deposit the fee by the end of extended time by not allowing them to register for the semester or withholding academic activities in case of PG students by the concerned institute. (c) Sanctions placed on the students, who fail to deposit the dues are as under: i. The student will be marked as “Present” in class from the day of deposit of dues. ii. Days before the deposit day from the start of the semester will be marked as “Absent”. (d) No student would be allowed to register for the semester after the expiry of extended time, i.e., by the end of 2ndweek of the semester with semester status as suspended. (e) In",application fin dtefee section main office paying fee instalment payment schedule satisfactory university agreed shall honoured student failure pay due date total payable amount imposed due deposited day issuance fee invoice till extended time expires end week semester including semester break b sanction placed student fail deposit fee end extended time allowing register semester withholding academic activity case pg student concerned institute c sanction placed student fail deposit due student marked present class day deposit due ii day deposit day start semester marked absent student would allowed register semester expiry extended time ie end semester semester status suspended e
pg_p55_104,pg,55,"case a PG Student (MS or Ph.D.) is in research phase and has not yet deposited the outstanding dues then his/her remaining academic activities (e.g., qualifier, thesis defence, etc) will be withheld until clearance of outstanding dues. (f) It will be mandatory for PG (MS/Ph.D.) students to clear the outstanding university dues before holding the final thesis defence. (g) Final result notification of PG (MS/Ph.D.) will be withheld till clearance of outstanding dues. (h) In the case of the summer semester, the following will be ensured: i. If a student quits within the first two weeks, a fee will be charged with no W grade and will be considered outstanding against the student in case of non-deposit. NUST Postgraduate Student Handbook 52",case pg student m phd research phase yet deposited outstanding due hisher remaining academic activity eg qualifier thesis defence etc withheld clearance outstanding due f mandatory pg msphd student clear outstanding university due holding final thesis defence g final result notification pg msphd withheld till clearance outstanding due h case summer semester following ensured student quits within first two week fee charged w grade considered outstanding student case nondeposit nust postgraduate student handbook
pg_p56_105,pg,56,"ii. In case a student does not deposit the fee by the due date after the 2ndweek, he/she will be de-registered with W grades along with the outstanding fee. (i) Any student who fails to pay their hostel dues, within two weeks from the start of semester will not be enrolled in the semester. However, if a student fails to clear monthly hostel dues by due date, then hostel authorities to take action against him/her as per hostel laws. (j) If a student applies for an installment payment plan and fails to make subsequent payments before the mid-exams, he/she will be temporarily suspended. However, if the student has only one installment left, which is due near the date of the final exam, he/she will be allowed to appear in the exam. However, he/she will not be registered in subsequent semester and in case of 8th Semester (passing out student), his result, certificates, transcript, and degree will be withheld, till the clearance of all university dues. 6. NUST Redressal Policy for the Students with Different Abilities a. NUST aims to promote a fair environment for all students and is committed to removing barriers and providing access to students who have any",ii case student deposit fee due date heshe deregistered w grade along outstanding fee student fails pay hostel due within two week start semester enrolled semester however student fails clear monthly hostel due due date hostel authority take action himher per hostel law j student applies installment payment plan fails make subsequent payment midexams heshe temporarily suspended however student one installment left due near date final exam heshe allowed appear exam however heshe registered subsequent semester case semester passing student result certificate transcript degree withheld till clearance university due nust redressal policy student different ability nust aim promote fair environment student committed removing barrier providing access student
pg_p56_106,pg,56,"special needs due to their different abilities. Two committees have been constituted; the central committee under the leadership of the Registrar and the other at the school level, headed by the Dean/Principal of the school. The central committee would look at the provision of support and assessment at the time of the admission in NUST and later on the committee at school would ensure support in matters regarding curriculum, examination, and other relevant aspects to the students with any different ability. Central Committee comprises of following members: (1) Registrar - Chairman (2) Rep Administration Directorate - Member (3) Rep Admissions Directorate - “ (4) Rep Finance Directorate - “ (5) Rep SA Directorate - “ (6) Rep UG Section - “ (7) Rep PG Section - “ (8) Rep Medical Centre - “ (9) Rep ICT Directorate - “ NUST Postgraduate Student Handbook 53",special need due different ability two committee constituted central committee leadership registrar school level headed deanprincipal school central committee would look provision support assessment time admission nust later committee school would ensure support matter regarding curriculum examination relevant aspect student different ability central committee comprises following member registrar chairman rep administration directorate member rep admission directorate rep finance directorate rep sa directorate rep ug section rep pg section rep medical centre rep ict directorate nust postgraduate student handbook
pg_p57_107,pg,57,"b. Following measures are undertaken to ensure an equal playing field for students with different abilities: (1) Online registration of admission includes one question to state the different abilities with reassurance that disclosure would not impact their chances of getting admission. This would help facilitate the student based on their needs. (2) The tutor at the respective schools will be the focal point for the student and would facilitate the student in both academic and co- curricular activities. (3) The school will be responsible for facilitating students with different abilities in teaching and examination (e.g., priority seating in the classroom, recording the lecture, substituting assignment, and assistance of writer in the exam). (4) Entrepreneurship training would be ensured for the self-employment of students with different abilities. (5) Priority counselling services at C3Awould be ensured for both students with temporary or long-standing psychological and physical different abilities. (6) Provision of emergency medical services to facilitate such occurrence within the campus. c. Contact details of Disability Coordinators: Ser. Name Mobile No Email (1) Dr Ehsan Ul Hasan 0332-5200781 Ehsanul.hasan@seecs.edu.pk (2) Dr Khurram Yousuf 0342-4000972 kyousaf@asab.nust.edu.pk (3) Ms Ayesha Mushtaq 0323-5380900 ddstudentaffairs@nust.edu.pk 7. Other Academic Provisions a. Flexibility to Select the Research Supervisor.",b following measure undertaken ensure equal playing field student different ability online registration admission includes one question state different ability reassurance disclosure would impact chance getting admission would help facilitate student based need tutor respective school focal point student would facilitate student academic co curricular activity school responsible facilitating student different ability teaching examination eg priority seating classroom recording lecture substituting assignment assistance writer exam entrepreneurship training would ensured selfemployment student different ability priority counselling service ensured student temporary longstanding psychological physical different ability provision emergency medical service facilitate occurrence within campus c contact detail disability coordinator ser name mobile email dr ehsan ul hasan ehsanulhasanseecsedupk dr khurram yousuf kyousafasabnustedupk m ayesha mushtaq ddstudentaffairsnustedupk academic provision flexibility select research supervisor
pg_p57_108,pg,57,"All MS and Ph.D. students are allowed to select their thesis supervisor from parent school (in which student is enrolled) or any other NUST institution (called as Host School), after the approval of HoD and Head of the parent school. b. Registration of number of CHs per Semester. NUST offers flexibility to the students to register for a varied number of courses each regular semester from a minimum of 6 to a maximum of 12 CHs. For Summer Semester, a maximum of two courses (three courses in exceptional circumstances) are allowed for the clearance of F grade or improvement of grades only. NUST Postgraduate Student Handbook 54",m phd student allowed select thesis supervisor parent school student enrolled nust institution called host school approval hod head parent school b registration number chs per semester nust offer flexibility student register varied number course regular semester minimum maximum chs summer semester maximum two course three course exceptional circumstance allowed clearance f grade improvement grade nust postgraduate student handbook
pg_p58_109,pg,58,"c. Freezing / Deferment of a semester. Refer to Para 9 to Chapter 3, Para 11 to Chapter 4, Para 10 b to Chapter 5 for details. d. Additional Courses. A student may register for Additional Courses of interest subject to a maximum limit per semester. Such courses will be reflected in the transcript as Additional Courses and their grades will not be counted towards the calculation of CGPA. e. Language Courses. A student may take language courses (French, German, Spanish& Chinese) being offered every semester as Additional Courses. NUST Postgraduate Student Handbook 55",c freezing deferment semester refer para chapter para chapter para b chapter detail additional course student may register additional course interest subject maximum limit per semester course reflected transcript additional course grade counted towards calculation cgpa e language course student may take language course french german spanish chinese offered every semester additional course nust postgraduate student handbook
pg_p59_110,pg,59,"CHAPTER 7: Clubs & Societies 1. Concept. Clubs and Societies forum is provided to students for grooming in leadership traits as per their peculiar aptitude and potential. It enhances their organizational abilities, inculcates team work, congruence and promotes diversity. They are expected to plan and execute their club activities as they perceive in consultation with the club members and Faculty Sponsors under the overall supervision of the Student Affairs Directorate (SA Dte) and through the administrative control of various NUST institutions. 2. Vision. Strive to be creative with maximum student participation, purposeful fun activities, that help the student’s learning process and augment their personality development as future leaders. 3. Administration of Clubs / Societies. Existing Clubs and Societies are allocated to institutions as under: a. NUST Bazm-e- Pakistan (NBP) SCEE b. NUST Adventure Club (NAC) “ c. NUST Environment Club (NEC) “ d. NUST Technical Amusement Club (NTAC) “ e. NUST Science Society (NSS) SCME f. NUST Literary Circle (NLC) “ g. NUST Digital Club (NDC) “ h. NUST Book Club (NBC) “ i. NUST Materials Society (NMS) “ j. American Institute of Chemical Engineers (AIChE) “ k. NUST Community Service Club (NCSC) SMM E l. NUST Paragliding Club (NPC)",chapter club society concept club society forum provided student grooming leadership trait per peculiar aptitude potential enhances organizational ability inculcates team work congruence promotes diversity expected plan execute club activity perceive consultation club member faculty sponsor overall supervision student affair directorate sa dte administrative control various nust institution vision strive creative maximum student participation purposeful fun activity help student learning process augment personality development future leader administration club society existing club society allocated institution nust bazme pakistan nbp scee b nust adventure club nac c nust environment club nec nust technical amusement club ntac e nust science society nss scme f nust literary circle nlc g nust digital club ndc h nust book club nbc nust material society nm j american institute chemical engineer aiche k nust community service club ncsc smm e l nust paragliding club npc
pg_p59_111,pg,59,“ m. NUST Robotics Club (NRC) “ n. NUST IMechE “ o. NUST Character Building Society “ p. American Society of Mechanical Engineering (ASME) “ q. NUST ASHRAE “ r. NUST Chess Club (NCC) SNS s. NUST Trekking Club (NKC) “ t. Physics and Astronomy Club (PAC) “ u. NUST Debating Society (NDS) NBS v. NUST Leaders Society (NLS) “ NUST Postgraduate Student Handbook 56,nust robotics club nrc n nust imeche nust character building society p american society mechanical engineering asme q nust ashrae r nust chess club ncc sn nust trekking club nkc physic astronomy club pac u nust debating society nd nb v nust leader society nls nust postgraduate student handbook
pg_p60_112,pg,60,w. NUST Water Sports Club (NWSC) “ x. NUST Media Club (NMC) S3H y. NUST Music Club (NMC) “ z. NUST Economics Society (NES) “ aa. NUST Social Innovation Society (NSIS) “ bb. NUST Law Society “ cc. NUST Ni Hao Club “ dd. NUST Dramatic Club (NDC) “ ee. NUST Fine Arts Club (NFAC) SADA ff. NUST Stray Animal Club “ gg. NUST Bio Reach Society (NBS) ASAB hh. NUST Archery Club (NAC) “ ii. NUST Skill Development Club (NSDC) “ jj. NUST Entrepreneurs Club (NEC) SEECS kk. NUST Excursion Club (NEC) “ ll. NUST Fitness Club (NFS) “ mm. NUST Hack Club “ nn. NUST IEEE Club “ oo. NUST Quiz Club (NQC) SINES 3. All Clubs shall adhere to the following approved appointments: a. Faculty Sponsor b. President c. General Secretary d. Press Secretary e. Treasurer 4. Half the Office Bearers have to be from institutions other than the sponsor institution. The appointments are for one academic year. 5. Route for event approval is Faculty Sponsor → Principal → Director SA → Pro-Rector Academics. 6. Club Sponsors prepare an annual calendar of activities as per mandate of the club including at least one major event. 7. In,w nust water sport club nwsc x nust medium club nmc nust music club nmc z nust economics society ne aa nust social innovation society nsis bb nust law society cc nust ni hao club dd nust dramatic club ndc ee nust fine art club nfac sada ff nust stray animal club gg nust bio reach society nb asab hh nust archery club nac ii nust skill development club nsdc jj nust entrepreneur club nec seecs kk nust excursion club nec nust fitness club nfs mm nust hack club nn nust ieee club oo nust quiz club nqc sine club shall adhere following approved appointment faculty sponsor b president c general secretary press secretary e treasurer half office bearer institution sponsor institution appointment one academic year route event approval faculty sponsor principal director sa prorector academic club sponsor prepare annual calendar activity per mandate club including least one major event
pg_p60_113,pg,60,"case of a change of the Faculty Sponsor or Student Office Bearers, the relevant institution will update/inform SA Dte immediately. NUST Postgraduate Student Handbook 57",case change faculty sponsor student office bearer relevant institution updateinform sa dte immediately nust postgraduate student handbook
pg_p61_114,pg,61,NUST Postgraduate Student Handbook 58,nust postgraduate student handbook
pg_p62_115,pg,62,"CHAPTER 8: Services for International Students 1. Visa Regulations: Students shall be responsible to obtain and maintain a valid visa for the duration of their studies. This includes ensuring that the visa is obtained in a timely manner, abiding by the conditions of the visa, and renewing or extending the visa as necessary to remain in legal status. However, NIO may provide support and guidance to students regarding visa application procedures and requirements. International students can apply visa using the following Ministry of Interior’s Online Visa System at https://visa.nadra.gov.pk/student-visa/. 2. Out-Pass Permission for Foreign Hostelites: Foreign Hostelites need to obtain a formal permission “Out-Pass” from Adm Dte Hostel Branch to go out of campus. Obtaining permission “Out-pass” is implemented for safeguarding the well-being of our students. By maintaining their information on record, university can promptly address any unforeseen situations. The Student can use the link (https://forms.gle/BHH5KrWsAqrVnKQ8A) to generate Out-pass permission request. Student will require e-mail addresses of their Head of Dept & Principal to submit the online request. 3. Mobile SIM Card: SIM cards of any local service provider (Jazz, Ufone, Zong & Telenor etc.) can be bought from any service provider or their franchise in nearby local market. Students",chapter service international student visa regulation student shall responsible obtain maintain valid visa duration study includes ensuring visa obtained timely manner abiding condition visa renewing extending visa necessary remain legal status however nio may provide support guidance student regarding visa application procedure requirement international student apply visa using following ministry interior online visa system httpsvisanadragovpkstudentvisa outpass permission foreign hostelites foreign hostelites need obtain formal permission outpass adm dte hostel branch go campus obtaining permission outpass implemented safeguarding wellbeing student maintaining information record university promptly address unforeseen situation student use link generate outpass permission request student require email address head dept principal submit online request mobile sim card sim card local service provider jazz ufone zong telenor etc bought service provider franchise nearby local market student
pg_p62_116,pg,62,"will require passport as proof of ID and copy of visa to purchase a sim card. 4. Phone Device Registration: If you use a foreign mobile phone with a Pakistani SIM card, it will work for 120 days. Within that time, you must pay a tax and register it, or it will be cut off. Once your phone is blocked, you will only be able to access emergency numbers. The applicant must apply for ‘temporary registration’ by entering their credentials and device IMEIs via PTA’s Device Identification Registration and Blocking System (DIRBS) at https://dirbs.pta.gov.pk/. If you wish to continue using your foreign phone in Pakistan after the expiry of 120-day period, you must pay applicable mobile phone taxes and register your foreign mobile phone in DIRBS. 5. Opening a Bank Account: On-campus branches of two banks (Habib Bank Limited & Askari Commercial Bank) are available for students to open their bank accounts. To initiate the process, students may visit the on-campus branches and provide the following documents: a. NUST Admission Letter b. HEC scholarship letter (if applicable) c. Visa and Passport copies d. NIO Bank Opening Letter (if required) 6. Medical Service: NUST Medical Centre (NMC) is an on-campus healthcare",require passport proof id copy visa purchase sim card phone device registration use foreign mobile phone pakistani sim card work day within time must pay tax register cut phone blocked able access emergency number applicant must apply temporary registration entering credential device imeis via pta device identification registration blocking system dirbs httpsdirbsptagovpk wish continue using foreign phone pakistan expiry period must pay applicable mobile phone tax register foreign mobile phone dirbs opening bank account oncampus branch two bank habib bank limited askari commercial bank available student open bank account initiate process student may visit oncampus branch provide following document nust admission letter b hec scholarship letter applicable c visa passport copy nio bank opening letter required medical service nust medical centre nmc oncampus healthcare
pg_p62_117,pg,62,"facility that offers round-the-clock medical care to all students. The medical staff is trained and equipped to handle routine and emergency situations. Students can access NMC anytime or contact their helpline for assistance (051-90851666). Additionally, an ambulance service is NUST Postgraduate Student Handbook 59",facility offer roundtheclock medical care student medical staff trained equipped handle routine emergency situation student access nmc anytime contact helpline assistance additionally ambulance service nust postgraduate student handbook
pg_p63_118,pg,63,"available at all times to respond to emergencies swiftly. Upon visiting NMC, students receive outpatient medical care, and if necessary, arrangements can be made for referral to affiliated hospitals for further treatment. It is recommended that students consult with NMC before seeking private medical treatment. 7. Support Services for International Students: NUST International Office plays a pivotal role in ensuring a comprehensive support system for international students at NUST. Beyond administrative functions such as guiding students through joining processes, this office serves as a central hub for academic integration, cultural adaptation, and overall well- being of international students. Moreover, NIO acts as a liaison between international students and various university departments, helping them navigate through administrative procedures and facilitating access to essential services. More information on NIO is available at https://nio.nust.edu.pk/. 8. Maintaining Contact with Embassy: It is crucial for international students to maintain contact with their embassy for various reasons. Firstly, embassies serve as a vital support system for citizens studying abroad, offering assistance with legal matters, consular services, and emergencies. They provide valuable resources and guidance on visa regulations, immigration issues, and cultural adaptation. Additionally, embassies can offer consular protection in case of emergencies, such as natural disasters",available time respond emergency swiftly upon visiting nmc student receive outpatient medical care necessary arrangement made referral affiliated hospital treatment recommended student consult nmc seeking private medical treatment support service international student nust international office play pivotal role ensuring comprehensive support system international student nust beyond administrative function guiding student joining process office serf central hub academic integration cultural adaptation overall well international student moreover nio act liaison international student various university department helping navigate administrative procedure facilitating access essential service information nio available httpsnionustedupk maintaining contact embassy crucial international student maintain contact embassy various reason firstly embassy serve vital support system citizen studying abroad offering assistance legal matter consular service emergency provide valuable resource guidance visa regulation immigration issue cultural adaptation additionally embassy offer consular protection case emergency natural disaster
pg_p63_119,pg,63,"or political unrest. By staying in touch with their embassy, international students can access essential services, stay informed about their rights and responsibilities, and receive assistance when needed, ensuring a safer and more secure experience while studying in a foreign country. 9. Mailing Address & Social Media Accounts of NUST International Office Mailing Address: 2nd Floor, Central Library, National University of Sciences and Technology (NUST) H-12, Islamabad, Pakistan Web Address: https://nio.nust.edu.pk/ Social Media Accounts: https://www.facebook.com/profile.php?id=100088816585982 https://www.linkedin.com/company/nust-international-office/ https://www.instagram.com/nustinternationaloffice/ NUST Postgraduate Student Handbook 60",political unrest staying touch embassy international student access essential service stay informed right responsibility receive assistance needed ensuring safer secure experience studying foreign country mailing address social medium account nust international office mailing address floor central library national university science technology nust islamabad pakistan web address httpsnionustedupk social medium account httpswwwlinkedincomcompanynustinternationaloffice httpswwwinstagramcomnustinternationaloffice nust postgraduate student handbook
pg_p64_120,pg,64,"CHAPTER 9: NUST Social Media Accounts & IT Services 1. NUST Main Web Portal. NUST main web portal includes all information regarding the University that a student may require at any stage starting from the admission process till the very end of degree and convocation. NUST main web portal is continuously updated with comprehensive information especially information regarding news and notifications and student achievements, etc. The portal can be accessed at www.nust.edu.pk. 2. NUST Social Media Accounts. Social media has become a global information network that undoubtedly has many benefits. When searching for a college or a university, students want a world-class programme, facilities, and faculty, but in parallel, they are also looking for a place to fit in and call home. NUST's social media profiles started working actively in 2015. We are using social media to share the NUST culture with prospective students and their parents. NUST's official social media profiles and pages are meant to answer students' questions, listen to their opinions, and take action so that they understand that they are being heard. Moreover, students can now connect with a school's campus life 24/7 through the power of social media. Our social media team has a strict",chapter nust social medium account service nust main web portal nust main web portal includes information regarding university student may require stage starting admission process till end degree convocation nust main web portal continuously updated comprehensive information especially information regarding news notification student achievement etc portal accessed wwwnustedupk nust social medium account social medium become global information network undoubtedly many benefit searching college university student want worldclass programme facility faculty parallel also looking place fit call home nusts social medium profile started working actively using social medium share nust culture prospective student parent nusts official social medium profile page meant answer student question listen opinion take action understand heard moreover student connect school campus life power social medium social medium team strict
pg_p64_121,pg,64,"policy regarding the nature of information and content dispersed to the students. All information shared with us is filtered out and shared as per policy. Links to social media pages are given below: Facebook: https://www.facebook.com/NUSTOfficial/ Twitter: https://twitter.com/DefiningFutures Linkedln (School Page): https://www.linkedin.com/school/15098495/ Linkedln (Company Page): https://www.linkedin.com/school/551751/ Instagram: https://www.instagram.com/nustgram/?hl=en 3. Qalam. NUST has implemented On-Demand Open Object (ODOO) based system, i.e., Qalam, to automate student life cycle processes from student admission till graduation. Qalam can be accessed by faculty and students on campus and off-campus through URL https://qalam.nust.edu.pk. The following are the modules of Qalam: a. Student admission b. Student Financials c. Financial Aid d. Course Catalogue& Scheduling e. Student Courses Enrolment f. Attendance Management g. Grade book h. Research Thesis Tracking & Management i. Self Service (Student & Faculty) j. Transcript Generation k. Alumni NUST Postgraduate Student Handbook 61",policy regarding nature information content dispersed student information shared u filtered shared per policy link social medium page given facebook httpswwwfacebookcomnustofficial twitter httpstwittercomdefiningfutures linkedln school page linkedln company page instagram httpswwwinstagramcomnustgramhlen qalam nust implemented ondemand open object odoo based system ie qalam automate student life cycle process student admission till graduation qalam accessed faculty student campus offcampus url httpsqalamnustedupk following module qalam student admission b student financials c financial aid course catalogue scheduling e student course enrolment f attendance management g grade book h research thesis tracking management self service student faculty j transcript generation k alumnus nust postgraduate student handbook
pg_p65_122,pg,65,"4. Services Feedback Forms Links. Students can give their feedback through Qalam regarding hostel services, healthcare services, cafeteria services, and ICT. 5. Learning Management System (LMS). LMS is a core digital solution for digital academic interaction between students and faculty members. Specifically, it is a course content management system that efficiently manages course activities such as course outlines, lecture notes, presentations, lab manuals, videos, reference books, and articles. It is also capable of supporting online assignments, quizzes, and exams. Moreover, it provides the facility for quick feedback about any topic or lecture. Other notable features are online messages, discussion forums, collaborative studies, general surveys, wikis, project repositories, glossaries, personal files, etc. NUST Postgraduate Student Handbook 62",service feedback form link student give feedback qalam regarding hostel service healthcare service cafeteria service ict learning management system lm lm core digital solution digital academic interaction student faculty member specifically course content management system efficiently manages course activity course outline lecture note presentation lab manual video reference book article also capable supporting online assignment quiz exam moreover provides facility quick feedback topic lecture notable feature online message discussion forum collaborative study general survey wikis project repository glossary personal file etc nust postgraduate student handbook
pg_p66_123,pg,66,"CHAPTER 10: NUST Code of Conduct General 1. NUST is a leading research-intensive university in Pakistan comparable to the top universities of the world. The university is committed to its mission of graduating culturally enlightened, technologically knowledgeable, academically competent, and research- oriented productive citizens, groomed to lead, inspire, and serve humanity. The University is wholeheartedly pursuing her sublime trust and responsibility with all its resources. 2. NUST community comprises a diverse populace of students in pursuit of academic excellence. It strives to refine the ability of students to reason and to communicate freely and clearly on their way to becoming responsible, morally sound, moderate, and well- rounded citizens of a diverse world. The University expects these attributes to be reflected in the students' everyday behaviour, attitude, and attire. 3. In the University's view, the prescribed sets of regulations, guidelines, and safeguards described in this chapter are necessary to create and sustain an academic environment in sync with the teaching, learning, and developmental endeavours of the university community. 4. Definition of Terms a. 'Complainant' means a person who makes a complaint or reports a violation of the University Code of Conduct or University regulations and policies. b. 'Intentional' means deliberate. c.",chapter nust code conduct general nust leading researchintensive university pakistan comparable top university world university committed mission graduating culturally enlightened technologically knowledgeable academically competent research oriented productive citizen groomed lead inspire serve humanity university wholeheartedly pursuing sublime trust responsibility resource nust community comprises diverse populace student pursuit academic excellence strives refine ability student reason communicate freely clearly way becoming responsible morally sound moderate well rounded citizen diverse world university expects attribute reflected student everyday behaviour attitude attire university view prescribed set regulation guideline safeguard described chapter necessary create sustain academic environment sync teaching learning developmental endeavour university community definition term complainant mean person make complaint report violation university code conduct university regulation policy b intentional mean deliberate c
pg_p66_124,pg,66,"'Respondent' means a person who has been accused of violating the University Code of Conduct. d. 'Student' means any currently enrolled person for whom the institution maintains educational records, as defined by the University regulations. e. 'Reckless' means careless or heedless of the potentially harmful consequences of one's behaviour, where the risk of harm to persons, property, or normal University operations exists or can be reasonably foreseen. f. 'University Official' is a person employed by the University on an administrative, supervisory, academic, research, or support staff position. 5. Academic Dishonesty. Academic dishonesty is an act of fraud, which may include misrepresentation, deceit, falsification, or trickery of any kind committed by the student with the purpose, intent, or expectation of influencing a grade or other academic evaluation. Academic dishonesty also includes forgery and falsification of University academic documents, intentionally impeding or damaging the academic work of others, or assisting other students in acts of dishonesty. Common examples of academically dishonest behaviour include, but are not limited, to the following: NUST Postgraduate Student Handbook 63",respondent mean person accused violating university code conduct student mean currently enrolled person institution maintains educational record defined university regulation e reckless mean careless heedless potentially harmful consequence one behaviour risk harm person property normal university operation exists reasonably foreseen f university official person employed university administrative supervisory academic research support staff position academic dishonesty academic dishonesty act fraud may include misrepresentation deceit falsification trickery kind committed student purpose intent expectation influencing grade academic evaluation academic dishonesty also includes forgery falsification university academic document intentionally impeding damaging academic work others assisting student act dishonesty common example academically dishonest behaviour include limited following nust postgraduate student handbook
